,ID,Title,Description,Objectives,Solutions,Duration
5319,n.1600807681668,[5006 3326 5005 2274],"[ 4227 16724  6084  9600 16893 19187  7036 14722 19592  7384 22429 17959
 15866 10694 15082 21355 17115 18581  7359  7541 12989 13646 18709  8006
 13482 16892 22424 18271 10690  4875  5695 17170 13558 11988 14092  9345
 18712 12082 21316 19640 19184 14732 16270 19872 11121  8103  4069 22007
 11747 20421  4095 20872  4439 21241  4094 22011 11457  6995 20878 11210
 15990 18293 10547 16118 14739  6931 13490 11918 21202 21039 23861 12236
 15854 23858 19905 16248  4196 21828 21000 12367]",[],,0:46 hour(s)
5320,n.1600807718939,[1360 5005],"[15163 15788  6918 19189 14703 14269  8479 13680 11559  7625 19592 23044
 13827 12734 16984  6129 11829  7509 20178  7847  9565 14473 21337  3695
  3739 19582 16280  5664  7989 13826 19183  7835  7029  8727 18678  7735
  6397  5096  9685 19917 21576 19731  7621 21580 11296  5038  5661 22999
  9345  6619 19184  7181 21066 21020 18608 15481  8103 20421  6507  3902
  4173 11868  4095 21025 18905  4439  4943 21011  6392  8472 11457 21822
  5994  5682 22975 19771 16118 15167 22804  6931 11918 21202 21039 15854
 23858 14105  4196  4524 21000]",[],,1:28 hour(s)
5321,n.1600847962831,[4122  161 1936 4627 4170],"[20693  8553 21942  6615 21725  8554 19924   640  3005  7677 12191 16333
 11290 13400  4069 22889 12248 21579  4368  4868 22011  7837 18748  6464
 20362 19981 15990 13552  6931 11918 21202 21039 14694  4196  4524 21000]","[2282 6694 4564  588  720 2280 5845  714 3537 2279 4860 6553 6899  727
 3095 7730 4352 4354 4534 5663 7194 2022 2101 4021 7335 6274  471 3349
  198 7038]",,7 hours
5322,n.1600848274017,[4126 4768  736  161 1936 4627 3788],"[ 4617  8554  3005  7680 11290 18512 15216 18748  6464 20362 19981 13552
  6931 21039 14694 15854  4524 12367]","[4671 5437 2609  448 2930 2024 7737 4354 5871  407 7335 3723 4744  471
 3225 3631 7038]",,7 hours
5323,n.1600849717011,[1045  432 3073 2552 1572 4624 1060 3105  659 1062 4627 3914 1162  606],[],"[4039 4549 7522 3142 4874 5714 6854 6667 5466 5354 6311 7202 6374 1812
 1009 7052 2525  883 2176   51  275 1174 3744  560 3219  284 7557 7015
 6364  810 3741 2882 5645 7443 3579 3239 2047 1079 1599 4062 4868 1083
 1426  645  636 1144 3743 6540 4648  650 6521 3416 2575  827 7639 3573
  880 7521 3497 1947 4546 3357 2958 4756 5311 7153 2263 6759 4003  727
 6394 3005 4462 7077 5309 1419 7040 3842 4352 3653  434 5842 1826 6202
  964  419 1933 4638 4354 4500 5477 4086 4968 5564 3141 6310 2560 1441
 1275 2007  564 7207 5444 6032  407 2703  535 2063 6515 4620 2916 6832
 3018 3409 1914  444  343 4383 2856 3870  197  800 2387 7714 7110 6274
  661 4744 7725  471 3225 3631 1392 7061 3349 5747 3817  977  198 7154
 7038]",,25:00 hour(s)
5324,n.1600850494866,[3442 1459 2502 1260 5085 5590 2274  606],"[ 3901 15818  8495  5348  5345 12545 10720  6864 20957  7558  5388  9174
  4449  9365 13009 14467 20353 10517 18443 12132  6612 17015  4137 11293
 10719  9360 21065 11171  7238 14763 18643 17339 10124 11999  6715  9364
  6823 18510 16149  8617  8168  5744  6244 18611 19407  6941  5326 13670
 21025 22935  4439 13010  5532 20012 10165 11457 20998 17523  5994  6931
 11918 21202 21039 23861 13497 23075  4196 21000 12367]",[],,1:42 hour(s)
5325,n.1600846564589,[5568 4294 4997 2441   82 4013 1260 3315  360 3607  606],"[19560 16816  9004  6273 15415  2059 12170 14417 13811  7602 14068  2720
  8868  7708  7706  7656 15220 15103 15419 14661 10421 17529  4368  4439
 21010 19509 16247 20012 17523  6931 11918 21202 10006 21039 15854 19905
 23075  4196  4524 21000]","[7691 3262  863  509 3347 1192 2523 1298 6826 3570 2568 1185  804 1931
 4231 6371 2095 3091 7283 3044  805 2474 3520 1357 5551 5002 5078 5142
 7307 4312 7483 7706 3935 5771  117 5545 5269 6976 1937 2233 6766 5437
  130 3540  212 4816 2943 7395 3972 3664 1477 6883 4496 4932 4554 4638
 7039 1431  175 1690 2560 1515 1441 4534 5663  564 4762 2022 5821 7258
 5433 4021 4620  615  195  667 3707 6968 1547 6088  778 2856  197 7714
 7110 2364 4744  471 7061  977 7692 7038]",,35:00 hour(s)
5326,n.1600846800711,[4287   97 1154  558 2836 1684 4170 3833],"[18163  3987  3733 12250  5904 19176 16490 15171 12101 17370 18611  7680
 18609  6941 15419  7386 12248 13691 15168 11943 12407  8119  4162  6931
 10006 21039 15854 19905  4196 21000]","[ 814  990  810  375 3461 1124 5437 6521 5896 3897 3141 5033 1690 2022
 1852 4620 3409  197  800 2387 7110 4744  977 7692 7038]",,0:30 hour(s)
5327,n.1600849135660,[3650 4928 4371 2892],"[14781 18939  1155 17409 12311 21339  4819 19509 18489 18748  6464 20362
 19981 10006  4196]",[],['n.1592913598109'],
5328,n.1600849807810,[1280 3650 4371 2892],"[ 6283 14781  6522   676 17733 10857 15581 17743  4513 12132  3611 13518
 18874 21861 14068 22018 16062 14663 12146 17409 12311 21339  5326  5280
 15103 20334 15216 19509 22903  4868 18489  7171 10006 15854  4196]",[],"['n.1592481088917', 'n.1595859046302', 'n.1595859168359', 'n.1592913781367', 'n.1600846800711', 'n.1603904024887']",
5329,n.1600852026443,[5199 5813 1220 1878 1684 5822 2821 5630],"[ 5471 12001   691  8952  3927 18469 12740 15872  6063 11921  9274  8200
  6135 19831  5718  3832 10651 21382 21978 10517 14303  4974 12155 12250
  6117 16056 11831 12245 12243 12028 11171 20615  4376 10514 18690 21515
  7835  2659 18271 14881 23001 20414 11706  9254  5486 12188 22018 10808
  6693 16308  7690 18907  6619 21050 17376 12061 10253  7596 10696  7862
 12187 16270 12021  5326 13670  8942 19694 18792 21243  9810 22889 15229
 16266 11747  7386 20421 16073 15168  4439  4375 19509 19830 21241 14082
  5532  6519  3718 10165 11457  9768 16712 21822 11210  4162  5994 18293
  5682  5029 23038 19771 16118  9535 13702 15167 21994 21208 22985 22804
  6931 21014 11918 21202 10006 21039 23861 15854 23858 13497 23075  4196
 21000 12367]",[],,0:58 hour(s)
5330,n.1600852343480,[3650 3913 4371 2892],"[22389 15153 14781  2497   676 20466 10857 15581 17743 16494 18203  8945
   642 12132 13518 18874  6872  1155 22356 22859 16972  8415 17409 12311
 21339  5326   667  7506 15103 20334  4819 15216 19509 22903  4868 18489
 18748  6464 20362 19981 10006  4196]",[],"['n.1592481156902', 'n.1595600045313']",
5331,n.1600854536684,[2031 2522 5002 1396 2274 3833  606 4545],[ 6389  8947 19176   640 15419 10802  6516 17594 10006  4196],[],,1:13 hour(s)
5332,n.1600855263040,[2503 2522 1220 1396 2274 3833  606],"[17586 17583 10449 10721  7558  6135 19176 20367 23147 18510 19425 19428
 18438 12421  5326  6453 13010 19830 10802  6515 17594 10006 21039 13497
  4196 21000 12367]",[],"['n.1592480160195', 'n.1600854536684', 'n.1592480221558']",
5333,n.1600873003369,[1139 4371 2892],"[14781  6718  5871 21231  1155 15485 17409 12311 21339  5326 20334  4819
 18409 16989 19509 18489 18748  6464 20362 19981 19905  4196]",[],['n.1592913718790'],
5334,n.1600877882756,[1295  131 3469 1276 2849],"[14607  6276 23156 12132  6666  9295 11075 13518 12145  4325 12157  7728
  6584 20479  6619 21339 15103  5532  4162 15990  6931 21202 10006 21039
 15854  4196 21828 21000 12367]","[7442  300 4820 1534 3492 6687 3540 7395 4299 4462 1987 7730 1431 4534
 2640 7207  444 2856  197  800 7110 4744  471 7061 7692 7801 7038]",,7:00 hour(s)
5335,n.1600888230501,[5045 5590 3964 5005],"[20791 10075 10504 19189  5334  5188 12600 21452 18708  4319 10044 19464
 15224 13628  7716  6514 21420  5329  7541  5494 11171 19183 16580  9341
 17295  6236  8895  9200 10394 22840 11547 13474 14670 10072 16350 19184
 19303  7181  7184  4069 15229 20421 17373  4439  4375 21013 20998 21448
 11210 19908 17523 23038 23204  6931 21116 11918 21202 21039 23861 15854
 23858 23075  4196  4524 21000]",[],,0:56 hour(s)
5336,n.1600888292454,[4467 5005],"[12605 11950  5188 17497 17499 10056 14355 18731 12600  7997  7145 14747
 19646 14196 19638 13384  8126 19289  6623 21031 11171 15863 15776 19236
 20230  4559 14504 10403 23147  4599 20412  5486 22840 23863  2151 11215
 19521 19184 18792 21936 19872  4069 11747 17373 12085  4095  9977  4943
 19506 17399 21859 21011 21010  6392 11457 11210 17523 15990  5682 23038
 16118  6931 11918 21202 10006 21039 23861 23858  4196 21000 12367]",[],,0:34 hour(s)
5337,n.1600888364518,[2516 4412 5005 3320],"[12237 14122  5188 18333  9415 12600  4296 13688  6657 17489  6762  5239
  7604 19236 16309  5377 13375  3886  6645 22208 20414 22840 23863  9337
 14121 11296  6695 19640 14167 19184 14732  7935  7596 18792 19872 11121
 20421 17411 22935  4439  4375 13010 21026 11457 14073 20998 22975 17289
  6931 13490 13631 11918 21202 21039 23861 23858 23075  4196 21000]",[],,0:32 hour(s)
5338,n.1600888513332,[5578 3328 6155 5005],"[21433  5358 10532 20188 23070  5188 17497 20956 17496 20957 12600  9274
 14764 20067 18360 19418 16152 10694 18443  4305 14231 20255 18364 16153
  3695 15219 12989 11171 15070 12990  8130 19188 18593  6525 19738 20230
 17478 11892 18678  4559 16010 11717  9195 22818 17138 12208  5486 21134
 15485 22356 19827 10808 22999  7690 14062  9979  8937 11215 19184  7184
 14732 16270 13521  3732 23148 13390 18792  9810 15229  4377  6938 21025
 22935  4439  4375 21010  5532 14096 21026 11457 11210  4162  3782 15990
 21941 10547 11112  5682  5029 23038 16118 14739  6931 21116 13631 21202
 10006 21039 23861 12236 15854 23858 23075  4196 21000]",[],,0:31 hour(s)
5339,n.1600888599279,[1413  605 5005],"[ 5188  7995  6240  6532  9415 18528 12600  5492  7844  6551 21942  3771
  9344 22911  7404 14385  4179  3838  4043 10708 21231  5380 12990 12826
 13646 21768 22369  6525  7029 20230 17290  6552  6548 11893 11419 20995
 22208 13134  4992 19445  9675 16773 20212 11215 19640 19184 21020 14732
 17409 12021 13670 13390 21936 15481 18644 10549 22991 17399 21859  4375
 21010 19509 21241 14082  5532 16247 21026 11457 17074 20998 11210  4162
 15990 20743  5682  5029 22975 17289 22983  6931 21014 12396 11918 21202
 10006 21039 23861 15854 23858 23075  4196 21828 21000 12367]",[],,0:33 hour(s)
5340,n.1600888660539,[2732 2525 4016 5005],"[ 3791 14857  4646 10170  5711  3715 14372 16579  5297  8223 19414  6551
 10044 14171 17416  5767 16291 11171 17326 19449  9289 10811  9109 17414
 10809 11717 13811 10076 10808  9345 14167 19184 21551 21020  7184 14164
 14732 21076  5280 23077 15229 11747 11720 16073 22935  4439  4375  7168
 11457  6074 22842 14103  5682 16118  6931 11918 21202 10006 21039 23861
 23858 23075  4196 12367]",[],,0:30 hour(s)
5341,n.1600888754622,[5006 1955 3388],"[14536 13825  5297  8223 19187 13392 23044 13827 10893 11319  9187  7716
 20803 14558 21031 22206 11171  8145 18709  7650  4865  6645  5096 11717
 20414 21124  7416  6584 16731 22999 14092 14307 11215 19184  7181  7656
 16270  3732 20478 18792  9810  4069 22990 11747 20421 17373 20298  4173
 11868 16073 20872  4439 19506 17399 21011  4375  7515  7561 11457 14073
 20998  8618 15990 11123 11904 21014 13729 21202 10006 23861 15854 23858
  4196  4524 21000]",[],,0:41 hour(s)
5342,n.1600888982555,[4550 1879 5005],"[16899 14397 13070  6185 17413 16046 11088 15409 18891 14269  8479 13680
  5276  4301  7518 11225 16591 19592  9895 17999  5097  9607 19464 16896
 11214 19397 14303 17134 17636  3846  4491  3739  7541 16280 20756 18706
 18229 12116 19449 19188 13646  8727 13705 13476 13477 16151 10777  6999
  6523  6236  4599 20995  7728 21134 23863  8227  8617 19445 13558  5447
  5456  5661 22999 18907  6751 19184  7181 16575 21066  7184 14732  6692
 23148 13390 18620  9810 15481 22007 20421 15216 17373 21579 20298 21025
  9977  4439 21011  4375 21010 13010  5532 20892 11457 14073 20998  7837
 17523 15990 13552 20743 11112  5682  5029  5480 22983  6931 11904 13490
 11918 21202 21039 23861 15854 23075  4196 21000]",[],,1:06 hour(s)
5343,n.1600889034716,[4278 5096],"[18416 18412  6808 19273 13650  8536  3953  5367 15773 15175  6526 17473
 17564 17950 17566 16781 18338 13392  8662  8808  4417  6220  4451  8214
  6799 23156 20179 19879 20178  4974  3723  4959  6721  6632  4984  7243
 18304 19183 21077 11707  6236 20414 21032  4260  4321 10808 17519  6619
 19184  7596 16975 23148 17373 21025  4604 22935 18905  4439  8482 12407
 13010  8472 21026 10165 11457 20998  4981 16712 11210 15990 15242  5682
 17289  6931 13490 11918 11064 21202 10006 21039 23861 15854 23858  4196
 21828 21000 12367]",[],,0:59 hour(s)
5344,n.1600889092198,[2277 5005],"[10019  5297  8223 18708 10018 10017 20891 17954 17949  3685 17416  5767
  6450  4086  5437  3889  4959 18274 19704 19582 11171  7029  6999 19437
 14396 20749 20242  9598  7055  4260 16062  3773  9805 17144  8616 14167
 19184 17376 14164  7656 12021 21076  5280 18792 11121 22007  7386 17373
 11868 16965  4439  7561  5532 11457 20998  6995  5480  6931 12396 11918
 21202 10006 21039 23861 23858 14105  4196 21000 12367]",[],,0:45 hour(s)
5345,n.1600889180467,[3054  474 3323],"[13841 18684  5297  8223 20722  4488  8013  9313 11319  9344 21333 17416
  7716  3677  3711 17502  3670 19582 11171  6525 18678  4865 19437 11893
 14881  7728  4877 19917 16149 10808 20000 22999 14307 16132 19640 14167
  7184 14732 12421 18608  4556 17373 20298  4095 21025 21011  4375 13010
 14096 11457 23008 14103 22975 14739  5480  6931 12396 11918 21202 10006
 21039 23861 12236 15854 23858 14105  4196 21000 12367]",[],,0:45 hour(s)
5346,n.1600889237704,[1188 5005 3323],"[20510 12948  7491  7368 22928 21808 17428 10018 23242  8001 22794  9313
  6012 22313  3677 18716  6009  6647 11171  6900 18709  7029 16309 14133
  7947  7735 11069  6999 14170 13371 22221 18271 20412 16555  8617 20341
 14092  9205  9345  8616 19640 14167 19184  6941 16270 17409 21076 21936
 16958 20298 11868  4095 16073  6676 19506 17399 19509 13010  6392 14096
 10165 11457 20998 16118 22983  6931 11918 21202 10006 21039 23861 15854
 23858  4196 21000 12367]",[],,1:11 hour(s)
5347,n.1600889294394,[4783 4265 3389 5005  606],"[ 4316 12948  7491  3794  9415  7036 10017 16329 21333  9326 14398  4179
  8906  6539  4879 17015 18716  9190  3978 12989 15776 14216 12826 19188
 18709 15405  7029 13476 16010 11999  9338 18271 23001 10690  7728 20798
 19917 14099 16149 19827 18661 13383 16731 22999 11988 11906 21316 20271
 19184 10253 16270 16761  9810 22007  7386 16958 14359 20872  4439  4375
 21010  6392 19893 11457 22842 20878 14103  4162 15990 16118 22231 15167
  6931 13490 11918 11064 21202 10006 21039 23861 15854 23858  4196  4524
 21000 12367]",[],,0:55 hour(s)
5348,n.1600889402356,[4048 1769 5107 5005],"[ 4888 18879 20055  7843 17427 16312 19605 16280 19449 13842 18709  4964
 14504 10777 18345  7151 11893 20995 12292  9200 19917  5486 16149 16163
  9345  6751 19640 14167 19184 16162 14732 15103 15481 11747 17373 21579
 20298  4095 19506 17399 21859  5016  4375 10165 11457  4162  5994  5682
 22983  6931 11918 11957 21202 10006 21039 23861 15854  4196 21000 12367]",[],,1:10 hour(s)
5349,n.1600889474928,[5410 1636 5005],"[14349  3840  3852 18547  7641 11449 21963  5483 19158  3820  7070 21404
  9842 10694  4058 14228 19704  7243 13636 14080  5041  4728  8226 18497
 21327 22208 20414 20412  4992  6997 13474 16149 14670 16163  6584 20946
 13808 16308 14092 13385 14167 19184  7181 14732 20478 15103 15229 20391
 14674 17411 11943 19506  4375 13010 10165 11457  9768 20998  7837 20878
 15990 22975 16118  5480  6931 12396 13490 13631 21202 21039 12236 15854
 16001 23075  4196 21000 12367]",[],,0:58 hour(s)
5350,n.1600889522233,[1258 1417 5004 5005],"[21895  5188 12011 13647 12807  4422 12600 20612 17135  5492  6213  9252
 19693 13830  7244 22823  7554 15082 13809 16275 20728 19921 13829  6568
 19183 18709 13470 14866  6552  6236  9557 22208 20412 22840  5493 18328
 20185  6570  7486 19184 21020  7935 12751 16270  9810 11121 15229 17373
  4943 17399 21859  4375 21010 21241  5532  6392 17365 11457 21822  5682
 23038  9535  6931  5036 13490 11918 11957 21202 10006 21039 23861 15854
 23858 19905 23075  4196 21828 21000]",[],,1:33 hour(s)
5351,n.1600889565447,[4309 5005 3323],"[ 7881 17428 21504 10018 11960 21445  3730  7148  8623 16275  3733 14717
 16155 19766 20232  7243  3670  4962 13482 17478 16892 21077 17414  3608
  7728 20414 14092 19184 14732 17373 16073  9977  6241  4375  3610 21010
  5532 14096 21026 22842 15990  5480  6931 13490 11918 21202 21039 15854
 23075  4196  4524 21000]",[],,1:10 hour(s)
5352,n.1600889617511,[1879 1684 5005 3323],"[16740  9893 15408 21900 10901 17497 19740 18689 14488 18521  6833  5260
 14678 19605 20210 13809  3733 16900 20408  7563 18716 11171 21036 11998
  8130 19188 15405 20189  8226  9693 11892 18678  6523  5486 16149 14306
  4321  8227 16731 17441 11215 21316 19640 19184  7181 21020 15507 23077
 23168  6453  4069 22007  7386  4095 20872 22935  4375 21010 20206 14096
 21026 11457 21822 20878 14103 11210 15990  4970 11112  5682  5029 22975
 22985  6931 11904 12396 11918 21202 10006 21039 23861 15854 23075  4196
 21000]",[],,0:30 hour(s)
5353,n.1600889670305,[5051  846 5221 5096  606],"[19320 15031  9767 11295 14160  5260  5012 11292 19402 18908 12132 12729
 19879  4978 12278 18698 16098 17015 17158 19582 11171 20615 20247 19449
 12145  8226 18678  5447 14062  9345  8616 14167 19184  7184  7935 19518
 16270  3732 21076 21936 18620 19872 11747 16012 11943  4439  4943  5016
 21241  5532 20892 11457 20998 18218 15990 13552 15242 20743 15167 22804
  6931 17406 21014 21202 10006 17431 21039 23861 15854 23858 23075  4196
 21000 12367]",[],,0:44 hour(s)
5354,n.1600889724507,[5096 1559],"[ 5188 12600  8939  8910 19899  9307 19670 14385  4058  9306  3695  3774
  9283  6222 19449  7029 12087 13477 10510 16074 22208  7728  5486 17215
 11905  8227  9345 11215 14167 19184 18496  7181 12421 23168  7386 20298
  4095  4439 19506 17399  5016 21010  6392  4094  7042 11457 20998 21822
  4162  5682 16118  5480  6931 12396 21202 10006 21039 23861 15854  6722
 23858  4196 21000 12367]",[],,1:00 hour(s)
5355,n.1600889780464,[3950 2607 5005],"[12088  7041 12948  7491  7876 15773 20722  5492 14386 11314 18651 18654
 16294  4461  9039 12132 15770 21958  6623 19582 19447 19236 17318  7029
 17271 21077  9195 17287  3606 20412 19917  5493  6565 22999  9345 19184
 18496 14732  7935  4814 19694 21936  6507 17373 21025 17411  4439  4943
 19506 17399 21011 21026 11457 20998 15990 10547  5682 22975  6655 16118
 14739  6931  5036 13490 13729 11918 21202 20295 10006 21039 23861 12236
 15854 23858 23075  4196 21828 21000]",[],,0:40 hour(s)
5356,n.1600889821198,[ 572 3345 5005  606],"[20197 14877 11563 21835  3715 14149 14152 19413  5353 19629  6815 11960
  7244 16578 10694 19497 12278  4058 16093 19578  3695 14071  5230  8145
 18709  6525 10811 16151 19194 10690  8951  9203  9801 11460  9337  8168
  5447  8868 16731 11215  4112 19640 14167 19184 21020 16975  4814 19651
 21936 11121  4069 11868 20872  6676  6896  4375 21241  5532 20206 16247
 10802  8472  3718 22842 21822  6515 15990 10547 15167  5480 22985 22983
  6931 12396 13729 11918 21202 10006 21039 23861 15854 23858  4196 21000]",[],,0:35 hour(s)
5357,n.1600890100602,[2002 5005],"[17169 14374 17499 20744  4669  7489  6446  8013 13830  7566 10798 11448
 18308  6799  6904  9813 23053 20296  8906 19635 17015 19500  8841 18593
  8226  4479 13482  8897 18678 16151  4599 15171 22208  5486 16149 17524
  5447  9345  8616 14167 19184  7184 12021 21339 21936 21247 18620 23168
 19872  8103  4069 20872  6241  4943  8845  3610 21241 10240  6392  7687
 21026 10165 11457 20998  7837  5682 22975 10704 16118  5480  6931 12396
  5036 13490 21202 10006 17431 21039 23861 12236 15854 23858 23075  4196
  4524 21000 12367]",[],,0:26 hour(s)
5358,n.1600890167667,[1996 4451 5005 2274],"[17953 17499 22781 19933 14502  7999 23158 21074  6696  8797  8615  8020
  8800 11952  9306 20002  3695  7541  6643 19188 18593 18497 13476  7537
  5184  6999 16149 18661  5453 16731 19640 19184 12061  7181  7184 10696
 21339  6692 21076 22007 23021  4095 20872  4375 13010  5532 14096 11457
 20998 20878 11210  4162 15990 13552  5682 22975 16042  6931 11904  5036
 13490 11918 11957 21202 10006 21039 23861 12236 15854 23075  4196 21828
 19765 21000 12367]",[],,0:48 hour(s)
5359,n.1600890210357,[ 683 4604 2516 5005],"[ 7858 13512 12222  5188 17499 21913 12600 21988 17651  6796  6833 22200
  7010  9692 13809 13391  6184 15884 17015  3846 21231  7541  5664  6222
  4962 15776 17972  8226 12087 18497  4454  6671 22208 20414 10394 17366
  6695 11215 21050 19184  7181  7184 14732  4814 18792  4069 22007  7559
 12171 10887 11868 12085  9977  4102  5532  6392 20998  6995 17523  4162
 15990 10547  5682  5480 22985  6931 11918 21202 10006 21039 13480 23861
 12236 15854 23858 19905  4196 21000 12367]",[],,0:50 hour(s)
5360,n.1600925658550,[3332 3073 3131  678 1684 3914],[14117 13682 13375 11226 21339  6453 14202  9810  7386 15854 23858],[],"['n.1591978081436', 'n.1593468540014']",
5361,n.1600936386735,[3705 3073  721  678 1419 3325 3914],[15034  4576  6571 14099 11226 14204  6453  9810 10006 23858 13497],[],"['n.1595432626769', 'n.1597041935852']",
5362,n.1600937544746,[3073  664 1260 3782  678 3914],[18350 13682  6244 11226  4370 21339  6453  9810 10006 15854 23858],[],['n.1524052682838'],
5363,n.1600937570504,[1139 4371 3473],"[14781  6718  5871 21231 15485 14619 17409 21339  5326 15103 20334 18409
 16989 19509 18489 19905  4196]",[],[],
5364,n.1600937927538,[ 197 2553   17 5988 5677 1751 5231 5109 2290 2527 3435  606],[22836 10815  7650 10072 14465 21316 19509 19908  4196],[],,4:52 hour(s)
5365,n.1600938054841,[1139 4371 2527],"[14781  6718  5871 10815 21231 15485 17409 21339  5326 15103 20334 18409
 16989 19509 18489 19905  4196]",[],['n.1600937927538'],
5366,n.1600938610148,[3073 3130 4439  678 3914 3833],[13682 13371 11226 14204  6453  9810 15419 17373 15854 23858 13497],[],['n.1591818057673'],
5367,n.1600952641670,[1772 3447 5107],"[ 8163 14269  8479 13680 14747  8742 12381 16568 13388  7716 20523 20408
 10218  9691 14543 17636  9841 12989 20756 14080 12990  6698 23054 16005
 14499 14504  4985  9978  9341 16151 10121  9195 18271 10690 13134 20290
 16149 17519  5038  6693 22999 10611 11215  9552  7181  7184 14732  6692
  5326 23148 21243 15481 11747 11868  4095  9977 18905 19506  4375  3610
 14082  7513 19576 12718 21026 11457 20998 11991 11210 15990 23204 22985
 22983  6931  5036 11918 21202 20295 10006 21039 23861 15854 23858  4196
  4524 21000]",[],,0:41 hour(s)
5368,n.1600955637108,[1637 3217 5630],"[19711  9893 15408  5244 14703  4416 13354  8799  3771 13685  4265  6799
 12729 20493 20408 15884  5239 23747 11171  4376 13646  5098  7029 17972
 17173 17414 13375  4454  7055 22208 12292 10123  9337 17524  7690  9345
 11215 13689 19623  7181  7184  6941 21339 15103 18792 20298  4095  4439
 10248 22991 19506 21010 21241  5532 20012 11457 18218  6995 11210 13552
 11112 19771 14739 22985  6931 12396 11918 21202 21039 23861 15854 23858
 16001 23075  4196 21828 21000 12367]",[],,0:16 hour(s)
5369,n.1600955710188,[1182 1490 1637 1545 6044 4375],"[16858 19792 14935 19949  5684 10227  4290  3787  5103 19219  7580 16488
 10063 11192 10698 16249  9692 16578  8800 12170  9537 12389 17015 17650
  3725 17479 19582 15863 15772 18428  3779  6835  4324 12391 13510 13375
 23147 15173 17138 19731 19729 15485  4321 17090  6695 16308 22999 20212
  7181  7184  7935 18296  8103 22007 20421  4439 19506 21010 11457 19467
 20998 16712 11210  4162 15990  5682 22975 16118 23204 22983  6931  4655
 13490 11918 21202 21039 23861 15854 23858 23075  4196 21000]",[],,0:33 hour(s)
5370,n.1600955791485,[5712 5107 1636 5233 4435  606],"[ 8133  5105 18639 20614  9039 19206 17015 23741  6900 14065  6525  7029
 12391 16151 11717 17138 17366 18675  8617  7486  4308 16350  5717 13385
 17376 18496  7181  7184  7935  8813 23077 22229 23021  6507 15168 21439
  4439 22991 19506  4375  8472 19915 17365 11457 19467 20998  7837 19771
  6931 12396 13490 11918 11064 21202 10006 21039 23861 15854 23075  4196
 21000]",[],,0:32 hour(s)
5371,n.1600955860758,[2292 5107 1636],"[21216 20425 12600 23250 22209 16294 18308 23053  4211  9691 20870 12989
 19582 11171  8145 13842 19520  6485 18497  9685  7055 21032 21124  4497
  8617  5447 17519  6751  7181 21066  7184  7596 16270  4814 18792  9810
  8103 22007  4095 15168 19506  3610 21010 21026 11457 22842 22975  5480
 22983  6931 11904 13490 11918 11957 11064 21202 21039 23861 23858  4196
  4524 19765 21000]",[],,1:23 hour(s)
5372,n.1600962549356,[2292 5005],"[10075 10504  5334  5188 10525 12600 19919  7696 10044 19464 19910 10413
 17134  9306 11171 16280 14080  9418 19188  6999 20242 15171 13474 17366
  9345 16350  8616 19184  7184  6692 21076 17373 10887 11720  4095  4439
 19506 17399 21010 19412  5532 17365 11457 23008 21822 11210 17523  5029
 22975 16118  6931 13490 11918 21202 20295 21039 23861 15854 23858 19905
 16248 16001 23075  4196  4524 21000]",[],,0:55 hour(s)
5373,n.1600962625461,[2292 5005 3323],"[20956 18371 18684  5297  8223 18708 10018 17999 10012 16294 21333 17416
  9191 14746  6539 11171  4962 19188 18709  8226  6999  6523 11893 14099
 16333 16731 11988 14092  9345 11290 14167 19184 14732 14094 13390 16736
 11943 20872 22935  4375 14096 11457 23008 20878 17523  4162 10547  5682
 22975 19771 15167 22983  6931 12396 11918 21202 21039 15854 23858 23075
 14105  4196 21000 12367]",[],,0:55 hour(s)
5374,n.1600962708054,[3789 4451 5005 2274],"[12997 19797  4888 18879 10159 18412  4562  5369 19592  5718  6696 16336
 18308  4451 10411 12729 23053 20728  5239  9691 17015 19527  8886 15219
 13826  7835  7029  6872 18497 14504 20867  8625 13375 10809  9195 13133
  5486 21134 15634  4550  7486  5447  5038  9345 19184 16270 15220 16761
 23148  9810 19872 22990 15216 21579  9197 17411  4439  4943  4375  3610
 20012 21026 11457 14073 20998 16712 23008 15990 10547  5682 23038 16118
 15167 14739  6931 21116 13490 21202 10006 21039 23861 15854 23858  4196
  4524 21000 12367]",[],,0:55 hour(s)
5375,n.1600962785464,[ 534 2271 3395 5803 5005],"[ 9185  5019  6433  6228 20241 16858 17499 15773 20722  7489 17460 14704
  4378 12991 20248 12036  8925 14330  9989 16900  9565  8763 19582  5664
 19183  7029 17173 10686 10777 15999  6481 22840 21032  9337 17211  8617
  7486  4112 19184 10696  9993 21243 21936 19872  8103 22990 20421  6507
  3902 11943  6241  4439  3610  5773  6392 11457 20998  5682 16118 17289
 22983  6931 12396  4655 13490 13729 11918 21202 20295 10006 21039 23861
 15854 23075  4196 21000 12367]",[],,0:47 hour(s)
5376,n.1600962908931,[1821 5005],"[11418 12948  7491 17496 22794 14217 17945  7939  9842  7716 12729 14332
  6793 13139  7705 17158 11171  5664  4962 19449 19188  9328 13470 17271
 12087 10425 16892 16821  9109  9364  8951 11873 13385 19184  7181  7862
 12021 21339 19633 21076 11747 20896 17373  4095 11943 20872  4439  5016
  3610 21241 10165 11457 23008  5682 22975 19771  6931 12396 13490 11918
 21202 10006 21039 23861 12236 15854 23858  4196 21000]",[],,0:39 hour(s)
